UserID,Name,Age,City,TradingCategories,AccountBalance,ExperienceLevel
0cb34d5d,John Chang,40,Lawrencetown,CUR,74054.89,Intermediate
0cb34d5d,John Chang,40,Lawrencetown,COM,74054.89,Intermediate
0cb34d5d,John Chang,40,Lawrencetown,BOND,74054.89,Intermediate
62a98a7b,Karen Gonzales,41,Michaelburgh,BOND,55407.1,Beginner
62ace348,Allison Wright,28,South Taylor,MF,339242.6,Beginner
62ace348,Allison Wright,28,South Taylor,CUR,339242.6,Beginner
62ace348,Allison Wright,28,South Taylor,IDX,339242.6,Beginner
bc8e5220,Kara Terry,48,Lake Ruth,MF,323984.49,Beginner
bc8e5220,Kara Terry,48,Lake Ruth,DER,323984.49,Beginner
bc8e5220,Kara Terry,48,Lake Ruth,EQ,323984.49,Beginner
5863873a,Luis Miller,24,Woodshire,COM,527897.07,Intermediate
5863873a,Luis Miller,24,Woodshire,MF,527897.07,Intermediate
5863873a,Luis Miller,24,Woodshire,IDX,527897.07,Intermediate
84309db3,Christine Castillo,53,New Julie,BOND,179647.6,Expert
157eb31f,James Chambers,43,South Brittanystad,CUR,698523.93,Beginner
157eb31f,James Chambers,43,South Brittanystad,MF,698523.93,Beginner
157eb31f,James Chambers,43,South Brittanystad,DER,698523.93,Beginner
0eae252f,Michael Herrera,29,East Kelly,CUR,944664.77,Intermediate
0eae252f,Michael Herrera,29,East Kelly,MF,944664.77,Intermediate
610c8df0,Tracey Mullins,23,Rodneymouth,MF,741677.69,Intermediate
610c8df0,Tracey Mullins,23,Rodneymouth,COM,741677.69,Intermediate
610c8df0,Tracey Mullins,23,Rodneymouth,IDX,741677.69,Intermediate
49bfdd5c,Christopher Beasley,40,North Allisonview,MF,152160.46,Beginner
ff4f63aa,Craig Rivera,42,Josebury,CUR,297426.75,Beginner
ff4f63aa,Craig Rivera,42,Josebury,EQ,297426.75,Beginner
ff4f63aa,Craig Rivera,42,Josebury,IDX,297426.75,Beginner
f15a319d,Diane Johnson,50,New Adrianchester,MF,989000.29,Beginner
3b21bfac,Nicholas Brown,55,Lake Robert,COM,477434.67,Expert
a5faabdb,Patricia Friedman,29,Mannton,COM,653566.56,Expert
a5faabdb,Patricia Friedman,29,Mannton,CUR,653566.56,Expert
a5faabdb,Patricia Friedman,29,Mannton,EQ,653566.56,Expert
697ae7d6,Rachel Yu,56,Finleyland,IDX,636338.54,Beginner
697ae7d6,Rachel Yu,56,Finleyland,COM,636338.54,Beginner
a2d71128,Nathan Scott,46,Port Becky,MF,649002.85,Intermediate
90827ffd,Jordan Harper,51,East Alexanderberg,EQ,152702.31,Beginner
90827ffd,Jordan Harper,51,East Alexanderberg,MF,152702.31,Beginner
90827ffd,Jordan Harper,51,East Alexanderberg,DER,152702.31,Beginner
342cac8a,Paula Chapman,20,West Melissahaven,BOND,637747.48,Beginner
6df18721,Lisa Fry,31,Suzannehaven,IDX,878516.25,Expert
6df18721,Lisa Fry,31,Suzannehaven,EQ,878516.25,Expert
6df18721,Lisa Fry,31,Suzannehaven,COM,878516.25,Expert
ea91046d,Chase Thomas,52,New Christopherstad,DER,68219.13,Intermediate
75174676,James Simon,44,Port Jenniferfurt,MF,952894.47,Expert
75174676,James Simon,44,Port Jenniferfurt,EQ,952894.47,Expert
66b4cdee,Trevor Reilly,46,Williamsmouth,IDX,674167.88,Expert
6d743693,Christopher Klein,26,Chungtown,COM,211624.72,Intermediate
6d743693,Christopher Klein,26,Chungtown,CUR,211624.72,Intermediate
6d743693,Christopher Klein,26,Chungtown,IDX,211624.72,Intermediate
2f4134f3,James Ortiz,54,Tuckerburgh,COM,19552.95,Intermediate
2f4134f3,James Ortiz,54,Tuckerburgh,IDX,19552.95,Intermediate
c65266cd,Mary Reilly,43,West Teresa,MF,44306.56,Intermediate
c65266cd,Mary Reilly,43,West Teresa,EQ,44306.56,Intermediate
c65266cd,Mary Reilly,43,West Teresa,DER,44306.56,Intermediate
10087e7f,Jennifer Lee,52,North Anne,MF,75942.61,Expert
0911f849,James Jones,50,Johnbury,CUR,635701.25,Intermediate
0911f849,James Jones,50,Johnbury,IDX,635701.25,Intermediate
0911f849,James Jones,50,Johnbury,EQ,635701.25,Intermediate
ca45c236,Jason Buckley,50,Lake Gabriella,EQ,715764.06,Intermediate
ca45c236,Jason Buckley,50,Lake Gabriella,COM,715764.06,Intermediate
ca45c236,Jason Buckley,50,Lake Gabriella,BOND,715764.06,Intermediate
77472e10,Lindsey Simon,53,Lake Anthonyberg,MF,615948.97,Expert
77472e10,Lindsey Simon,53,Lake Anthonyberg,EQ,615948.97,Expert
77472e10,Lindsey Simon,53,Lake Anthonyberg,CUR,615948.97,Expert
df280fa7,Samantha Johnson,41,New Stephanieview,EQ,988150.35,Beginner
df280fa7,Samantha Johnson,41,New Stephanieview,BOND,988150.35,Beginner
1a31a2df,Rebecca Cunningham,32,Rubenfort,IDX,396609.9,Intermediate
1a31a2df,Rebecca Cunningham,32,Rubenfort,MF,396609.9,Intermediate
b0b1ce53,Donald Mosley,46,South Charlesstad,IDX,600245.12,Beginner
b0b1ce53,Donald Mosley,46,South Charlesstad,MF,600245.12,Beginner
c725e7db,Diana Smith,35,West Ashley,MF,317751.73,Expert
33701071,Cameron Russell,21,New Kathleenmouth,DER,613176.65,Beginner
66ae5515,Danielle Robinson DDS,58,Michaelside,COM,938860.83,Intermediate
66ae5515,Danielle Robinson DDS,58,Michaelside,EQ,938860.83,Intermediate
f1a41b98,Misty Gay,27,Sarahport,EQ,66072.6,Beginner
f1a41b98,Misty Gay,27,Sarahport,COM,66072.6,Beginner
f1a41b98,Misty Gay,27,Sarahport,MF,66072.6,Beginner
9adaca0b,Brett Matthews,41,Rushland,MF,58621.59,Expert
9adaca0b,Brett Matthews,41,Rushland,IDX,58621.59,Expert
9adaca0b,Brett Matthews,41,Rushland,CUR,58621.59,Expert
3e4dd2bb,Francisco Lee,47,Martinville,BOND,343384.14,Intermediate
3e4dd2bb,Francisco Lee,47,Martinville,DER,343384.14,Intermediate
cf2083d8,David Finley,30,Allenbury,MF,520896.79,Intermediate
cf2083d8,David Finley,30,Allenbury,EQ,520896.79,Intermediate
cf2083d8,David Finley,30,Allenbury,COM,520896.79,Intermediate
678bc0a0,Richard Mora,38,Lake Rebeccaville,CUR,892897.11,Expert
678bc0a0,Richard Mora,38,Lake Rebeccaville,EQ,892897.11,Expert
678bc0a0,Richard Mora,38,Lake Rebeccaville,IDX,892897.11,Expert
46315205,Angelica Lopez,55,North Andreaburgh,IDX,629492.33,Beginner
46315205,Angelica Lopez,55,North Andreaburgh,DER,629492.33,Beginner
788d5157,Douglas Martin,49,Lake Thomasfort,DER,554944.67,Expert
788d5157,Douglas Martin,49,Lake Thomasfort,MF,554944.67,Expert
329aedb5,Michael Armstrong,57,Sherriborough,MF,460493.09,Expert
329aedb5,Michael Armstrong,57,Sherriborough,COM,460493.09,Expert
54493d4c,Deborah Coleman,20,West Staceyview,COM,716640.99,Beginner
54493d4c,Deborah Coleman,20,West Staceyview,BOND,716640.99,Beginner
415a13cc,Joshua Pearson,26,Port Thomasberg,COM,721054.39,Expert
415a13cc,Joshua Pearson,26,Port Thomasberg,CUR,721054.39,Expert
5d0c4672,Misty Jones,34,West Michele,DER,769390.12,Expert
5d0c4672,Misty Jones,34,West Michele,MF,769390.12,Expert
5d0c4672,Misty Jones,34,West Michele,BOND,769390.12,Expert
1d96dac8,James Smith,42,Erikberg,CUR,976759.18,Intermediate
5dcf6e3b,Adam Massey,23,West Susan,IDX,694753.76,Intermediate
5dcf6e3b,Adam Massey,23,West Susan,BOND,694753.76,Intermediate
59385c22,Sherry Jensen,38,South James,BOND,95398.27,Intermediate
59385c22,Sherry Jensen,38,South James,MF,95398.27,Intermediate
59385c22,Sherry Jensen,38,South James,IDX,95398.27,Intermediate
41f7ea4c,Katherine Braun,27,Carolineland,DER,864611.0,Intermediate
41f7ea4c,Katherine Braun,27,Carolineland,EQ,864611.0,Intermediate
cad184f9,Frank Johnson,45,Kellerton,MF,485429.98,Expert
97673e96,Lisa Abbott,55,Port Douglasburgh,CUR,264433.89,Intermediate
ce24617b,Laura Ellis,52,Walkerview,BOND,307999.26,Beginner
ce24617b,Laura Ellis,52,Walkerview,CUR,307999.26,Beginner
a1a2561d,Rebekah Whitney,25,Lynchview,CUR,899718.08,Expert
8d2e7e87,Jason Cox,25,New Markbury,CUR,51839.51,Expert
8d2e7e87,Jason Cox,25,New Markbury,DER,51839.51,Expert
fa47611c,Crystal Nguyen,53,West Krystal,DER,410673.34,Expert
edef520b,Brittany Tran,27,East Terri,MF,59060.13,Intermediate
edef520b,Brittany Tran,27,East Terri,COM,59060.13,Intermediate
fc5430ad,Madison Johnson,45,Kingborough,DER,516996.7,Intermediate
fa15a22a,Troy Johnston,50,North Leonard,IDX,525917.57,Beginner
fa15a22a,Troy Johnston,50,North Leonard,CUR,525917.57,Beginner
791f151c,Laura Morris,43,East Jamesstad,IDX,557711.19,Intermediate
04eda44b,Jose Brown,40,Garciastad,IDX,49382.72,Expert
04eda44b,Jose Brown,40,Garciastad,CUR,49382.72,Expert
3527649b,Courtney Underwood,56,Rachelland,MF,874007.48,Expert
327c49f6,Christopher Webb,49,Karinaville,IDX,196667.24,Intermediate
327c49f6,Christopher Webb,49,Karinaville,DER,196667.24,Intermediate
9d461b5b,Victoria Morris,34,Codyside,EQ,43127.99,Expert
9d461b5b,Victoria Morris,34,Codyside,BOND,43127.99,Expert
f7de24c6,Douglas Kramer,26,Johnsonstad,BOND,986365.0,Intermediate
f7de24c6,Douglas Kramer,26,Johnsonstad,DER,986365.0,Intermediate
f7de24c6,Douglas Kramer,26,Johnsonstad,COM,986365.0,Intermediate
9ba954c2,Tina Jackson,39,Joshuatown,IDX,528865.99,Intermediate
9ba954c2,Tina Jackson,39,Joshuatown,CUR,528865.99,Intermediate
788827cb,James Bryant,32,Lake Sethbury,DER,243513.04,Intermediate
788827cb,James Bryant,32,Lake Sethbury,EQ,243513.04,Intermediate
6bea5ce5,Patrick Monroe,25,Lake Mirandaberg,EQ,40456.82,Beginner
6bea5ce5,Patrick Monroe,25,Lake Mirandaberg,MF,40456.82,Beginner
a54c7603,Deborah Powell,37,Samanthafort,COM,193423.5,Intermediate
a54c7603,Deborah Powell,37,Samanthafort,EQ,193423.5,Intermediate
957a452b,Mike Scott,24,New Jenniferville,IDX,281343.06,Beginner
957a452b,Mike Scott,24,New Jenniferville,MF,281343.06,Beginner
957a452b,Mike Scott,24,New Jenniferville,COM,281343.06,Beginner
d09431f8,Deborah Case,37,Stacymouth,COM,354021.43,Intermediate
d09431f8,Deborah Case,37,Stacymouth,EQ,354021.43,Intermediate
2f38eed6,Karen Miller,48,East Anthonyburgh,MF,159887.37,Beginner
2f38eed6,Karen Miller,48,East Anthonyburgh,DER,159887.37,Beginner
2f38eed6,Karen Miller,48,East Anthonyburgh,IDX,159887.37,Beginner
23976e9e,Melissa Castro,58,Rebeccaside,BOND,806707.87,Beginner
5f62ba09,Kevin Hernandez,43,South Laura,COM,575992.53,Intermediate
5f62ba09,Kevin Hernandez,43,South Laura,CUR,575992.53,Intermediate
5f62ba09,Kevin Hernandez,43,South Laura,IDX,575992.53,Intermediate
c20b6475,Darrell Hunter,43,Fosterfurt,EQ,611540.64,Expert
372753d6,Kenneth Hart,47,Port Susanhaven,MF,829994.66,Intermediate
372753d6,Kenneth Hart,47,Port Susanhaven,BOND,829994.66,Intermediate
3a62bfff,Kristie Jordan,47,Taraside,IDX,516036.28,Expert
3a62bfff,Kristie Jordan,47,Taraside,DER,516036.28,Expert
39ab82a7,Joshua Patterson,33,South Mollyfort,EQ,449819.58,Intermediate
6275cef3,Abigail Bennett,56,South Jennifer,COM,352499.33,Intermediate
93d26e5b,Kathy Cole,51,West Daniel,MF,813236.74,Intermediate
93d26e5b,Kathy Cole,51,West Daniel,BOND,813236.74,Intermediate
0ee02b5e,Jose Simmons,45,West Williammouth,DER,582373.94,Intermediate
0ee02b5e,Jose Simmons,45,West Williammouth,CUR,582373.94,Intermediate
0ee02b5e,Jose Simmons,45,West Williammouth,MF,582373.94,Intermediate
0df6b391,Barbara Brown,25,Noahview,BOND,955478.99,Intermediate
0df6b391,Barbara Brown,25,Noahview,DER,955478.99,Intermediate
644ce974,Darren Walters,59,South Matthewmouth,CUR,88832.56,Intermediate
644ce974,Darren Walters,59,South Matthewmouth,IDX,88832.56,Intermediate
238c9e19,Deborah Anderson,21,New Anneshire,CUR,767408.36,Intermediate
238c9e19,Deborah Anderson,21,New Anneshire,EQ,767408.36,Intermediate
e0dea8da,Todd Grimes,43,North Christophermouth,CUR,743378.02,Expert
0ae4b100,Michelle Mclaughlin,27,West Rhondaside,BOND,96366.98,Beginner
0ae4b100,Michelle Mclaughlin,27,West Rhondaside,MF,96366.98,Beginner
cb5c9e9d,Pamela Sanchez,23,Lake Richard,CUR,313740.51,Expert
cb5c9e9d,Pamela Sanchez,23,Lake Richard,MF,313740.51,Expert
dba761fd,Michelle Pacheco,26,West Robertfurt,CUR,541648.19,Intermediate
dba761fd,Michelle Pacheco,26,West Robertfurt,MF,541648.19,Intermediate
dba761fd,Michelle Pacheco,26,West Robertfurt,EQ,541648.19,Intermediate
86aa9652,Madeline Pope,27,North Kenneth,EQ,580412.64,Expert
86aa9652,Madeline Pope,27,North Kenneth,MF,580412.64,Expert
89bbcf8b,Adriana Whitehead,40,Gomezfort,COM,820929.62,Expert
89bbcf8b,Adriana Whitehead,40,Gomezfort,DER,820929.62,Expert
89bbcf8b,Adriana Whitehead,40,Gomezfort,MF,820929.62,Expert
180b4339,Diane Johnson,30,South Amandaberg,COM,437179.92,Beginner
7cd8b1d4,Bradley Taylor,32,Jamesville,IDX,807293.67,Intermediate
7cd8b1d4,Bradley Taylor,32,Jamesville,CUR,807293.67,Intermediate
d1fb1e38,Jennifer Riley,26,Padillastad,CUR,571998.86,Expert
d1fb1e38,Jennifer Riley,26,Padillastad,DER,571998.86,Expert
b7586622,Cory Howell,25,Andreaberg,MF,857761.82,Expert
b7586622,Cory Howell,25,Andreaberg,CUR,857761.82,Expert
0d8ba72b,Derrick Wade,22,Christineville,BOND,841379.34,Beginner
379a49da,Trevor Macdonald,59,New Alexandra,BOND,848847.86,Beginner
379a49da,Trevor Macdonald,59,New Alexandra,IDX,848847.86,Beginner
379a49da,Trevor Macdonald,59,New Alexandra,MF,848847.86,Beginner
d23038c8,Megan Wilson,34,Charlesmouth,BOND,607970.91,Intermediate
d23038c8,Megan Wilson,34,Charlesmouth,EQ,607970.91,Intermediate
d23038c8,Megan Wilson,34,Charlesmouth,CUR,607970.91,Intermediate
8d048fb1,Casey Nguyen,35,Thomashaven,MF,318146.94,Intermediate
6dd02beb,Nicole Dixon,40,Melanieport,MF,820179.61,Beginner
6dd02beb,Nicole Dixon,40,Melanieport,COM,820179.61,Beginner
c5203162,Chad Young,32,Shepherdborough,DER,177623.68,Expert
c5203162,Chad Young,32,Shepherdborough,CUR,177623.68,Expert
7c867380,John Palmer,36,Brittanyfort,EQ,585604.41,Intermediate
340dcab2,Tyler Herrera MD,29,Fullerborough,MF,556434.41,Expert
340dcab2,Tyler Herrera MD,29,Fullerborough,COM,556434.41,Expert
2a587ae6,Rachel Johnson,55,Port Michael,COM,311514.35,Beginner
af632e06,Lindsey Castro,52,New Dylanmouth,EQ,351783.44,Expert
af632e06,Lindsey Castro,52,New Dylanmouth,MF,351783.44,Expert
0e1d7ab0,Randy Armstrong,53,South Edward,COM,275303.59,Expert
0e1d7ab0,Randy Armstrong,53,South Edward,IDX,275303.59,Expert
0e1d7ab0,Randy Armstrong,53,South Edward,EQ,275303.59,Expert
071f4bab,Cheryl Davis,51,East Bryan,EQ,661810.72,Intermediate
071f4bab,Cheryl Davis,51,East Bryan,IDX,661810.72,Intermediate
071f4bab,Cheryl Davis,51,East Bryan,CUR,661810.72,Intermediate
72e813e3,Julie Meyer,30,Edwinburgh,CUR,233507.34,Beginner
72e813e3,Julie Meyer,30,Edwinburgh,IDX,233507.34,Beginner
eaf1cf79,Marissa Levine,32,Gilbertberg,IDX,415760.49,Expert
eaf1cf79,Marissa Levine,32,Gilbertberg,MF,415760.49,Expert
9a2c21ba,Mr. Kevin Shaw,37,Riveramouth,EQ,79669.91,Beginner
9a2c21ba,Mr. Kevin Shaw,37,Riveramouth,IDX,79669.91,Beginner
3701a4a6,Adriana Higgins,34,North Christophermouth,DER,911202.3,Beginner
3701a4a6,Adriana Higgins,34,North Christophermouth,COM,911202.3,Beginner
3701a4a6,Adriana Higgins,34,North Christophermouth,EQ,911202.3,Beginner
fe49ae67,John Hansen,59,Dianebury,MF,962404.65,Intermediate
b477aedc,Johnny Robbins,38,East Michaelland,EQ,130836.26,Expert
b477aedc,Johnny Robbins,38,East Michaelland,DER,130836.26,Expert
e574ff02,Jeff Irwin,26,Amymouth,MF,342125.11,Intermediate
e574ff02,Jeff Irwin,26,Amymouth,EQ,342125.11,Intermediate
8d2d969a,Jeffrey Jackson,23,Markville,BOND,615321.49,Expert
8d2d969a,Jeffrey Jackson,23,Markville,MF,615321.49,Expert
8d2d969a,Jeffrey Jackson,23,Markville,EQ,615321.49,Expert
46f42ef7,Tyler Warren,51,East Sandraport,MF,460935.19,Expert
5ae1da95,Garrett Morales,41,Lake Seanfurt,CUR,175946.99,Beginner
5ae1da95,Garrett Morales,41,Lake Seanfurt,EQ,175946.99,Beginner
e8a21d34,Nicole Dominguez,30,Jeremyview,CUR,228527.92,Intermediate
e8a21d34,Nicole Dominguez,30,Jeremyview,BOND,228527.92,Intermediate
e8a21d34,Nicole Dominguez,30,Jeremyview,IDX,228527.92,Intermediate
8021fb75,Katherine Carney,42,South Justinville,COM,368536.69,Beginner
8021fb75,Katherine Carney,42,South Justinville,DER,368536.69,Beginner
2bb68a06,Jennifer Bradshaw,36,East Lisa,CUR,276258.42,Beginner
2bb68a06,Jennifer Bradshaw,36,East Lisa,BOND,276258.42,Beginner
2bb68a06,Jennifer Bradshaw,36,East Lisa,MF,276258.42,Beginner
d9e2dfd5,Jennifer George,24,Matthewfurt,IDX,810277.51,Intermediate
d9e2dfd5,Jennifer George,24,Matthewfurt,DER,810277.51,Intermediate
01f60fef,Karla Knight,36,Hannahburgh,IDX,492779.28,Beginner
41a22ae8,Zachary Lee,34,West Michael,IDX,378498.88,Intermediate
41a22ae8,Zachary Lee,34,West Michael,COM,378498.88,Intermediate
41a22ae8,Zachary Lee,34,West Michael,EQ,378498.88,Intermediate
0ea56c5c,Kathleen Park,27,Port Sandraville,IDX,799886.21,Intermediate
0ea56c5c,Kathleen Park,27,Port Sandraville,CUR,799886.21,Intermediate
fc6cfb35,Mark Martin,48,North Ronaldbury,CUR,935446.68,Expert
1077b03a,Derek Bowen,47,Lake Nicoleton,COM,563873.19,Expert
1077b03a,Derek Bowen,47,Lake Nicoleton,MF,563873.19,Expert
1077b03a,Derek Bowen,47,Lake Nicoleton,EQ,563873.19,Expert
4bbd2d13,Donna Mitchell,28,Andersonstad,CUR,323439.21,Intermediate
4bbd2d13,Donna Mitchell,28,Andersonstad,MF,323439.21,Intermediate
4bbd2d13,Donna Mitchell,28,Andersonstad,BOND,323439.21,Intermediate
98754bb5,Lindsey Skinner,38,West Dianebury,COM,140014.79,Intermediate
a838b587,Sean Francis,31,Castilloport,CUR,22171.66,Beginner
a838b587,Sean Francis,31,Castilloport,MF,22171.66,Beginner
a838b587,Sean Francis,31,Castilloport,COM,22171.66,Beginner
fc0407c5,Destiny Benitez,24,North Christianborough,MF,12934.61,Beginner
fc0407c5,Destiny Benitez,24,North Christianborough,IDX,12934.61,Beginner
2ce0f7e5,Matthew Colon,46,West Rhonda,MF,319368.2,Beginner
87ffe7ac,Mr. John Montgomery,58,West Terri,MF,157932.54,Beginner
87ffe7ac,Mr. John Montgomery,58,West Terri,BOND,157932.54,Beginner
87ffe7ac,Mr. John Montgomery,58,West Terri,CUR,157932.54,Beginner
c97bb2eb,Richard Weber,34,Sparkston,IDX,532695.09,Beginner
c97bb2eb,Richard Weber,34,Sparkston,BOND,532695.09,Beginner
c97bb2eb,Richard Weber,34,Sparkston,DER,532695.09,Beginner
d7d4976b,Ashley Hoover,48,Andreaborough,IDX,510110.29,Expert
d7d4976b,Ashley Hoover,48,Andreaborough,CUR,510110.29,Expert
d7d4976b,Ashley Hoover,48,Andreaborough,EQ,510110.29,Expert
4ab4f600,Jennifer Mcguire,53,Clarkborough,CUR,568486.42,Intermediate
92911908,Sarah Banks,49,Martinezport,CUR,400809.02,Beginner
92911908,Sarah Banks,49,Martinezport,BOND,400809.02,Beginner
92911908,Sarah Banks,49,Martinezport,DER,400809.02,Beginner
43c67299,Mark Hurst,51,South Victorland,MF,786308.4,Intermediate
43c67299,Mark Hurst,51,South Victorland,CUR,786308.4,Intermediate
d2a2dd26,Mary Russell,51,West Kiara,EQ,596796.82,Intermediate
d2a2dd26,Mary Russell,51,West Kiara,BOND,596796.82,Intermediate
6b9f40ad,Kendra Horne,58,West Nicholashaven,BOND,355735.02,Expert
6b9f40ad,Kendra Horne,58,West Nicholashaven,MF,355735.02,Expert
6b9f40ad,Kendra Horne,58,West Nicholashaven,IDX,355735.02,Expert
1689fc35,Kimberly Franklin,30,Gonzalezfort,CUR,153447.94,Beginner
1689fc35,Kimberly Franklin,30,Gonzalezfort,BOND,153447.94,Beginner
d5eaad0f,Joshua Thompson,55,New Jeffport,EQ,372298.57,Intermediate
1e596cf2,Cameron Henderson,22,East Laura,COM,576914.2,Beginner
6bb176ec,Wendy Fields,23,Hunttown,CUR,50809.27,Intermediate
6bb176ec,Wendy Fields,23,Hunttown,IDX,50809.27,Intermediate
2ca7133a,Patrick Robinson,37,Lake Justinville,MF,727306.04,Expert
2ca7133a,Patrick Robinson,37,Lake Justinville,CUR,727306.04,Expert
40feee01,Douglas Lam,23,West Tracieside,EQ,517664.21,Beginner
cb24f3cb,George Ward,31,Port Dannyview,CUR,746019.46,Beginner
cb24f3cb,George Ward,31,Port Dannyview,EQ,746019.46,Beginner
2605fd90,Stephanie Jacobs,55,Chavezland,MF,646607.54,Intermediate
